,Basket Value,Category Name,StoreID,Total Exclude VAT
2494,30000 to 52999,Noodles,VN0096,4240720.0
2495,30000 to 52999,Rice  Offsite,VN0097,12505925.0
2496,30000 to 52999,Cigarettes Category,VN0097,7450885.0
2497,30000 to 52999,Instant Noodles,VN0097,6461827.0
2498,30000 to 52999,Packaged Ice Cream/Novelties,VN0097,4574535.0
2499,30000 to 52999,Oral Care,VN0097,3990917.0
2500,30000 to 52999,Rice  Offsite,VN0098,17153420.0
2501,30000 to 52999,Instant Noodles,VN0098,7990312.0
2502,30000 to 52999,Packaged Ice Cream/Novelties,VN0098,5968721.0
2503,30000 to 52999,Noodles,VN0098,5451800.0
2504,30000 to 52999,Yogurt,VN0098,5147256.0
2505,30000 to 52999,Rice  Offsite,VN0099,16185412.0
2506,30000 to 52999,Instant Noodles,VN0099,9994591.0
2507,30000 to 52999,Noodles,VN0099,5780880.0
2508,30000 to 52999,Bread  Offsite,VN0099,4763845.0
2509,30000 to 52999,Gum,VN0099,4716461.0
2510,30000 to 52999,Rice  Offsite,VN0100,19665465.0
2511,30000 to 52999,Candy Category,VN0100,9258160.0
2512,30000 to 52999,Instant Noodles,VN0100,7648220.0
2513,30000 to 52999,Chocolate,VN0100,7605443.0
2514,30000 to 52999,Snacks for Drinks,VN0100,7199715.0
2515,30000 to 52999,Rice  Offsite,VN0101,25013981.0
2516,30000 to 52999,Instant Noodles,VN0101,11122791.0
2517,30000 to 52999,Noodles,VN0101,8617880.0
2518,30000 to 52999,Packaged Ice Cream/Novelties,VN0101,8225655.0
2519,30000 to 52999,Bread  Offsite,VN0101,6763763.0
2520,30000 to 52999,Rice  Offsite,VN0102,21570402.0
2521,30000 to 52999,Instant Noodles,VN0102,12405924.0
2522,30000 to 52999,Noodles,VN0102,6285783.0
2523,30000 to 52999,Other Cuisine,VN0102,6066301.0
2524,30000 to 52999,Candy Category,VN0102,4789984.0
2525,30000 to 52999,Rice  Offsite,VN0103,10899998.0
2526,30000 to 52999,Bread  Offsite,VN0103,6625427.0
2527,30000 to 52999,Chocolate,VN0103,3108186.0
2528,30000 to 52999,Candy Category,VN0103,2672719.0
2529,30000 to 52999,Noodles,VN0103,2609079.0
2530,30000 to 52999,Rice  Offsite,VN0104,9251824.0
2531,30000 to 52999,Cigarettes Category,VN0104,6288151.0
2532,30000 to 52999,Packaged Ice Cream/Novelties,VN0104,5871797.0
2533,30000 to 52999,Instant Noodles,VN0104,5406623.0
2534,30000 to 52999,Candy Category,VN0104,4928164.0
2535,30000 to 52999,Rice  Offsite,VN0105,12872710.0
2536,30000 to 52999,Instant Noodles,VN0105,5725501.0
2537,30000 to 52999,Yogurt,VN0105,5611233.0
2538,30000 to 52999,Noodles,VN0105,4291633.0
2539,30000 to 52999,Candy Category,VN0105,4178942.0
2540,30000 to 52999,Rice  Offsite,VN0107,25117101.0
2541,30000 to 52999,Instant Noodles,VN0107,13165895.0
2542,30000 to 52999,Noodles,VN0107,4935440.0
2543,30000 to 52999,Packaged Ice Cream/Novelties,VN0107,4553607.0
2544,30000 to 52999,Potato Chips,VN0107,4168636.0
2545,30000 to 52999,Rice  Offsite,VN0108,12896392.0
2546,30000 to 52999,Instant Noodles,VN0108,9575510.0
2547,30000 to 52999,Candy Category,VN0108,4524357.0
2548,30000 to 52999,Potato Chips,VN0108,4361222.0
2549,30000 to 52999,Packaged Ice Cream/Novelties,VN0108,4046359.0
2550,30000 to 52999,Instant Noodles,VN0109,17408177.0
2551,30000 to 52999,Packaged Ice Cream/Novelties,VN0109,14399432.0
2552,30000 to 52999,Oral Care,VN0109,12224122.0
2553,30000 to 52999,Potato Chips,VN0109,10007117.0
2554,30000 to 52999,Rice  Offsite,VN0109,9252479.0
2555,30000 to 52999,Instant Noodles,VN0110,20823453.0
2556,30000 to 52999,Rice  Offsite,VN0110,16204506.0
2557,30000 to 52999,Import Beer,VN0110,10129063.0
2558,30000 to 52999,Packaged Ice Cream/Novelties,VN0110,10089437.0
2559,30000 to 52999,Snacks for Drinks,VN0110,8428911.0
2560,30000 to 52999,Rice  Offsite,VN0111,22380753.0
2561,30000 to 52999,Instant Noodles,VN0111,10979146.0
2562,30000 to 52999,Noodles,VN0111,8111863.0
2563,30000 to 52999,Chocolate,VN0111,4819096.0
2564,30000 to 52999,Potato Chips,VN0111,4808158.0
2565,30000 to 52999,Rice  Offsite,VN0112,9091164.0
2566,30000 to 52999,Instant Noodles,VN0112,8657515.0
2567,30000 to 52999,Snacks for Drinks,VN0112,4087729.0
2568,30000 to 52999,Gum,VN0112,4072719.0
2569,30000 to 52999,Packaged Ice Cream/Novelties,VN0112,3636851.0
2570,30000 to 52999,Rice  Offsite,VN0113,15233736.0
2571,30000 to 52999,Noodles,VN0113,7033448.0
2572,30000 to 52999,Instant Noodles,VN0113,6111122.0
2573,30000 to 52999,Candy Category,VN0113,4918161.0
2574,30000 to 52999,Potato Chips,VN0113,4212710.0
2575,30000 to 52999,Rice  Offsite,VN0115,21709268.0
2576,30000 to 52999,Instant Noodles,VN0115,12845325.0
2577,30000 to 52999,Noodles,VN0115,6518350.0
2578,30000 to 52999,Candy Category,VN0115,6009997.0
2579,30000 to 52999,Yogurt,VN0115,5484771.0
2580,30000 to 52999,Rice  Offsite,VN0116,8412248.0
2581,30000 to 52999,Cigarettes Category,VN0116,3924533.0
2582,30000 to 52999,Instant Noodles,VN0116,3783844.0
2583,30000 to 52999,Oral Care,VN0116,2831811.0
2584,30000 to 52999,Yogurt,VN0116,2449323.0
2585,30000 to 52999,Cigarettes Category,VN0117,15016330.0
2586,30000 to 52999,Rice  Offsite,VN0117,10299890.0
2587,30000 to 52999,Instant Noodles,VN0117,8396004.0
2588,30000 to 52999,Import Beer,VN0117,6876361.0
2589,30000 to 52999,Bread  Offsite,VN0117,6661430.0
2590,30000 to 52999,Instant Noodles,VN0118,21220191.0
2591,30000 to 52999,Rice  Offsite,VN0118,17913118.0
2592,30000 to 52999,Import Beer,VN0118,12624515.0
2593,30000 to 52999,Packaged Ice Cream/Novelties,VN0118,12039426.0
2594,30000 to 52999,Oral Care,VN0118,11340809.0
2595,30000 to 52999,Rice  Offsite,VN0119,8450759.0
2596,30000 to 52999,Oral Care,VN0119,3461814.0
2597,30000 to 52999,Instant Noodles,VN0119,3177606.0
2598,30000 to 52999,Packaged Ice Cream/Novelties,VN0119,3095456.0
2599,30000 to 52999,Bread  Offsite,VN0119,3023222.0
2600,30000 to 52999,Rice  Offsite,VN0120,13461137.0
2601,30000 to 52999,Packaged Ice Cream/Novelties,VN0120,5173014.0
2602,30000 to 52999,Instant Noodles,VN0120,5045048.0
2603,30000 to 52999,Cigarettes Category,VN0120,3953624.0
2604,30000 to 52999,Yogurt,VN0120,3947738.0
2605,30000 to 52999,Rice  Offsite,VN0121,31032882.0
2606,30000 to 52999,Instant Noodles,VN0121,20547951.0
2607,30000 to 52999,Noodles,VN0121,10422696.0
2608,30000 to 52999,Potato Chips,VN0121,9240869.0
2609,30000 to 52999,Oral Care,VN0121,8960233.0
2610,30000 to 52999,Instant Noodles,VN0122,16640093.0
2611,30000 to 52999,Oral Care,VN0122,10672241.0
2612,30000 to 52999,Snacks for Drinks,VN0122,10381794.0
2613,30000 to 52999,Candy Category,VN0122,9613270.0
2614,30000 to 52999,Import Beer,VN0122,9356325.0
2615,30000 to 52999,Rice  Offsite,VN0123,13893729.0
2616,30000 to 52999,Instant Noodles,VN0123,11320418.0
2617,30000 to 52999,Packaged Ice Cream/Novelties,VN0123,5143621.0
2618,30000 to 52999,Candy Category,VN0123,4580900.0
2619,30000 to 52999,Noodles,VN0123,4203007.0
2620,30000 to 52999,Instant Noodles,VN0124,17051279.0
2621,30000 to 52999,Rice  Offsite,VN0124,15574470.0
2622,30000 to 52999,Packaged Ice Cream/Novelties,VN0124,9356149.0
2623,30000 to 52999,Candy Category,VN0124,8265508.0
2624,30000 to 52999,Snacks for Drinks,VN0124,5356811.0
2625,30000 to 52999,Rice  Offsite,VN0125,29423977.0
2626,30000 to 52999,Instant Noodles,VN0125,15018801.0
2627,30000 to 52999,Noodles,VN0125,10299025.0
2628,30000 to 52999,Packaged Ice Cream/Novelties,VN0125,9100201.0
2629,30000 to 52999,Bread  Offsite,VN0125,8538435.0
2630,30000 to 52999,Rice  Offsite,VN0126,14651602.0
2631,30000 to 52999,Instant Noodles,VN0126,10318026.0
2632,30000 to 52999,Noodles,VN0126,4370002.0
2633,30000 to 52999,Chocolate,VN0126,3700909.0
2634,30000 to 52999,Gum,VN0126,3607268.0
2635,30000 to 52999,Rice  Offsite,VN0127,16816324.0
2636,30000 to 52999,Instant Noodles,VN0127,11265591.0
2637,30000 to 52999,Yogurt,VN0127,8577320.0
2638,30000 to 52999,Oral Care,VN0127,8114645.0
2639,30000 to 52999,Import Beer,VN0127,7060896.0
2640,30000 to 52999,Rice  Offsite,VN0128,18650489.0
2641,30000 to 52999,Instant Noodles,VN0128,12239228.0
2642,30000 to 52999,Candy Category,VN0128,5641127.0
2643,30000 to 52999,Jelly,VN0128,5005081.0
2644,30000 to 52999,Snacks for Drinks,VN0128,4447491.0
2645,30000 to 52999,Rice  Offsite,VN0130,9708644.0
2646,30000 to 52999,Cigarettes Category,VN0130,3914530.0
2647,30000 to 52999,Instant Noodles,VN0130,3018987.0
2648,30000 to 52999,Import Beer,VN0130,2983636.0
2649,30000 to 52999,Noodles,VN0130,2897958.0
2650,30000 to 52999,Rice  Offsite,VN0131,19370437.0
2651,30000 to 52999,Instant Noodles,VN0131,11805021.0
2652,30000 to 52999,Packaged Ice Cream/Novelties,VN0131,10067169.0
2653,30000 to 52999,Cigarettes Category,VN0131,8575408.0
2654,30000 to 52999,Import Beer,VN0131,8568175.0
2655,30000 to 52999,Rice  Offsite,VN0132,14212678.0
2656,30000 to 52999,Cigarettes Category,VN0132,4022710.0
2657,30000 to 52999,Instant Noodles,VN0132,3641302.0
2658,30000 to 52999,Noodles,VN0132,3640318.0
2659,30000 to 52999,Bread  Offsite,VN0132,3295458.0
2660,30000 to 52999,Other Cuisine,VN0133,586367.0
2661,30000 to 52999,Instant Noodles,VN0133,412731.0
2662,30000 to 52999,Gum,VN0133,357272.0
2663,30000 to 52999,Potato Chips,VN0133,321819.0
2664,30000 to 52999,Rice  Offsite,VN0133,279999.0
2665,30000 to 52999,Rice  Offsite,VN0134,1526364.0
2666,30000 to 52999,Other Cuisine,VN0134,1127274.0
2667,30000 to 52999,Cold Beverages,VN0134,945457.0
2668,30000 to 52999,Instant Noodles,VN0134,793642.0
2669,30000 to 52999,Candy Category,VN0134,778179.0
2670,30000 to 52999,Rice  Offsite,VN0135,27098095.0
2671,30000 to 52999,Instant Noodles,VN0135,16680511.0
2672,30000 to 52999,Noodles,VN0135,10055805.0
2673,30000 to 52999,Candy Category,VN0135,9110889.0
2674,30000 to 52999,Packaged Ice Cream/Novelties,VN0135,7960882.0
2675,30000 to 52999,Rice  Offsite,VN0136,16260663.0
2676,30000 to 52999,Instant Noodles,VN0136,8077000.0
2677,30000 to 52999,Packaged Ice Cream/Novelties,VN0136,5766276.0
2678,30000 to 52999,Candy Category,VN0136,4950898.0
2679,30000 to 52999,Noodles,VN0136,4567607.0
2680,30000 to 52999,Rice  Offsite,VN0137,16090733.0
2681,30000 to 52999,Instant Noodles,VN0137,10245059.0
2682,30000 to 52999,Candy Category,VN0137,5678173.0
2683,30000 to 52999,Potato Chips,VN0137,4734513.0
2684,30000 to 52999,Noodles,VN0137,4428154.0
2685,30000 to 52999,Rice  Offsite,VN0138,11838418.0
2686,30000 to 52999,Instant Noodles,VN0138,5617730.0
2687,30000 to 52999,Cigarettes Category,VN0138,5218166.0
2688,30000 to 52999,Noodles,VN0138,5067891.0
2689,30000 to 52999,Yogurt,VN0138,3548921.0
2690,30000 to 52999,Rice  Offsite,VN0139,26577760.0
2691,30000 to 52999,Instant Noodles,VN0139,14890197.0
2692,30000 to 52999,Noodles,VN0139,10024810.0
2693,30000 to 52999,Bread  Offsite,VN0139,8250373.0
2694,30000 to 52999,Candy Category,VN0139,7086588.0
2695,30000 to 52999,Rice  Offsite,VN0140,19484648.0
2696,30000 to 52999,Instant Noodles,VN0140,9958204.0
2697,30000 to 52999,Packaged Ice Cream/Novelties,VN0140,6352422.0
2698,30000 to 52999,Noodles,VN0140,6013521.0
2699,30000 to 52999,Snacks for Drinks,VN0140,4515299.0
2700,30000 to 52999,Rice  Offsite,VN0141,9230421.0
2701,30000 to 52999,Noodles,VN0141,4291589.0
2702,30000 to 52999,Cigarettes Category,VN0141,3597268.0
2703,30000 to 52999,Instant Noodles,VN0141,2970003.0
2704,30000 to 52999,Packaged Ice Cream/Novelties,VN0141,2556356.0
2705,30000 to 52999,Rice  Offsite,VN0142,12180005.0
2706,30000 to 52999,Instant Noodles,VN0142,7261844.0
2707,30000 to 52999,Candy Category,VN0142,4574773.0
2708,30000 to 52999,Oral Care,VN0142,4398622.0
2709,30000 to 52999,Noodles,VN0142,3919448.0
2710,30000 to 52999,Rice  Offsite,VN0143,6619462.0
2711,30000 to 52999,Instant Noodles,VN0143,4317561.0
2712,30000 to 52999,Bread  Offsite,VN0143,3444055.0
2713,30000 to 52999,Juice,VN0143,2727497.0
2714,30000 to 52999,Cigarettes Category,VN0143,2666353.0
2715,30000 to 52999,Rice  Offsite,VN0145,10541843.0
2716,30000 to 52999,Instant Noodles,VN0145,10050221.0
2717,30000 to 52999,Packaged Ice Cream/Novelties,VN0145,5837259.0
2718,30000 to 52999,Candy Category,VN0145,5469323.0
2719,30000 to 52999,Bread  Offsite,VN0145,4413618.0
2720,30000 to 52999,Rice  Offsite,VN0146,10448198.0
2721,30000 to 52999,Cigarettes Category,VN0146,4887259.0
2722,30000 to 52999,Oral Care,VN0146,4354535.0
2723,30000 to 52999,Instant Noodles,VN0146,3626370.0
2724,30000 to 52999,Potato Chips,VN0146,3281226.0
2725,30000 to 52999,Rice  Offsite,VN0147,11880800.0
2726,30000 to 52999,Instant Noodles,VN0147,6612278.0
2727,30000 to 52999,Noodles,VN0147,4750198.0
2728,30000 to 52999,Yogurt,VN0147,3727710.0
2729,30000 to 52999,Bread  Offsite,VN0147,3349281.0
2730,30000 to 52999,Rice  Offsite,VN0148,19334950.0
2731,30000 to 52999,Instant Noodles,VN0148,11252384.0
2732,30000 to 52999,Noodles,VN0148,6796402.0
2733,30000 to 52999,Candy Category,VN0148,5259315.0
2734,30000 to 52999,Gum,VN0148,5242283.0
2735,30000 to 52999,Rice  Offsite,VN0149,14161420.0
2736,30000 to 52999,Instant Noodles,VN0149,7675124.0
2737,30000 to 52999,Oral Care,VN0149,5190003.0
2738,30000 to 52999,Packaged Ice Cream/Novelties,VN0149,4979927.0
2739,30000 to 52999,Noodles,VN0149,4367058.0
2740,30000 to 52999,Rice  Offsite,VN0150,34420370.0
2741,30000 to 52999,Instant Noodles,VN0150,23367058.0
2742,30000 to 52999,Candy Category,VN0150,10235457.0
2743,30000 to 52999,Gum,VN0150,10200986.0
2744,30000 to 52999,Chocolate,VN0150,9854229.0
2745,30000 to 52999,Rice  Offsite,VN0151,21284936.0
2746,30000 to 52999,Instant Noodles,VN0151,8208734.0
2747,30000 to 52999,Noodles,VN0151,7894176.0
2748,30000 to 52999,Packaged Ice Cream/Novelties,VN0151,6118164.0
2749,30000 to 52999,Bread  Offsite,VN0151,5914032.0
2750,30000 to 52999,Rice  Offsite,VN0152,13149477.0
2751,30000 to 52999,Instant Noodles,VN0152,8900494.0
2752,30000 to 52999,Noodles,VN0152,5190306.0
2753,30000 to 52999,Packaged Ice Cream/Novelties,VN0152,4654514.0
2754,30000 to 52999,Chocolate,VN0152,3433569.0
2755,30000 to 52999,Rice  Offsite,VN0153,31753751.0
2756,30000 to 52999,Instant Noodles,VN0153,17265598.0
2757,30000 to 52999,Noodles,VN0153,9133810.0
2758,30000 to 52999,Packaged Ice Cream/Novelties,VN0153,7948421.0
2759,30000 to 52999,Bread  Offsite,VN0153,7730905.0
2760,30000 to 52999,Rice  Offsite,VN0154,30016992.0
2761,30000 to 52999,Instant Noodles,VN0154,14819760.0
2762,30000 to 52999,Chocolate,VN0154,7230707.0
2763,30000 to 52999,Snacks for Drinks,VN0154,7059505.0
2764,30000 to 52999,Jelly,VN0154,6973592.0
2765,30000 to 52999,Rice  Offsite,VN0155,33089441.0
2766,30000 to 52999,Instant Noodles,VN0155,21451824.0
2767,30000 to 52999,Candy Category,VN0155,11440665.0
2768,30000 to 52999,Snacks for Drinks,VN0155,11437771.0
2769,30000 to 52999,Potato Chips,VN0155,11373122.0
2770,30000 to 52999,Rice  Offsite,VN0156,8161829.0
2771,30000 to 52999,Instant Noodles,VN0156,3394781.0
2772,30000 to 52999,Candy Category,VN0156,3181813.0
2773,30000 to 52999,Oral Care,VN0156,3098177.0
2774,30000 to 52999,Juice,VN0156,2919249.0
2775,30000 to 52999,Rice  Offsite,VN0157,24235704.0
2776,30000 to 52999,Instant Noodles,VN0157,14240411.0
2777,30000 to 52999,Packaged Ice Cream/Novelties,VN0157,7129967.0
2778,30000 to 52999,Snacks for Drinks,VN0157,7039984.0
2779,30000 to 52999,Candy Category,VN0157,6520447.0
2780,30000 to 52999,Rice  Offsite,VN0158,19477583.0
2781,30000 to 52999,Instant Noodles,VN0158,9271285.0
2782,30000 to 52999,Noodles,VN0158,6953067.0
2783,30000 to 52999,Packaged Ice Cream/Novelties,VN0158,6300889.0
2784,30000 to 52999,Yogurt,VN0158,6036356.0
2785,30000 to 52999,Rice  Offsite,VN0159,18050741.0
2786,30000 to 52999,Instant Noodles,VN0159,11043198.0
2787,30000 to 52999,Candy Category,VN0159,7429062.0
2788,30000 to 52999,Yogurt,VN0159,6451602.0
2789,30000 to 52999,Noodles,VN0159,6207699.0
2790,30000 to 52999,Instant Noodles,VN0160,6729718.0
2791,30000 to 52999,Rice  Offsite,VN0160,6404917.0
2792,30000 to 52999,Packaged Ice Cream/Novelties,VN0160,4136081.0
2793,30000 to 52999,Oral Care,VN0160,3303630.0
2794,30000 to 52999,Chocolate,VN0160,3160064.0
2795,30000 to 52999,Rice  Offsite,VN0161,11551474.0
2796,30000 to 52999,Instant Noodles,VN0161,7759058.0
2797,30000 to 52999,Packaged Ice Cream/Novelties,VN0161,4221799.0
2798,30000 to 52999,Juice,VN0161,3685645.0
2799,30000 to 52999,Jelly,VN0161,3441680.0
2800,30000 to 52999,Rice  Offsite,VN0162,12717248.0
2801,30000 to 52999,Instant Noodles,VN0162,5136615.0
2802,30000 to 52999,Cigarettes Category,VN0162,4895435.0
2803,30000 to 52999,Packaged Ice Cream/Novelties,VN0162,3949516.0
2804,30000 to 52999,Oral Care,VN0162,3232185.0
2805,30000 to 52999,Rice  Offsite,VN0163,18932407.0
2806,30000 to 52999,Instant Noodles,VN0163,11205283.0
2807,30000 to 52999,Candy Category,VN0163,5269993.0
2808,30000 to 52999,Potato Chips,VN0163,4962704.0
2809,30000 to 52999,Packaged Ice Cream/Novelties,VN0163,4811260.0
2810,30000 to 52999,Rice  Offsite,VN0164,17938165.0
2811,30000 to 52999,Instant Noodles,VN0164,7232088.0
2812,30000 to 52999,Bread  Offsite,VN0164,3728179.0
2813,30000 to 52999,Packaged Ice Cream/Novelties,VN0164,3645945.0
2814,30000 to 52999,Noodles,VN0164,3541804.0
2815,30000 to 52999,Instant Noodles,VN0165,14146948.0
2816,30000 to 52999,Rice  Offsite,VN0165,13988609.0
2817,30000 to 52999,Noodles,VN0165,5413441.0
2818,30000 to 52999,Jelly,VN0165,5379084.0
2819,30000 to 52999,Chocolate,VN0165,5263639.0
2820,30000 to 52999,Rice  Offsite,VN0166,10637122.0
2821,30000 to 52999,Instant Noodles,VN0166,7147275.0
2822,30000 to 52999,Noodles,VN0166,5116343.0
2823,30000 to 52999,Snacks for Drinks,VN0166,3664393.0
2824,30000 to 52999,Potato Chips,VN0166,3460890.0
2825,30000 to 52999,Rice  Offsite,VN0167,10095862.0
2826,30000 to 52999,Instant Noodles,VN0167,7353873.0
2827,30000 to 52999,Packaged Ice Cream/Novelties,VN0167,4555943.0
2828,30000 to 52999,Candy Category,VN0167,4331809.0
2829,30000 to 52999,Noodles,VN0167,4259494.0
2830,30000 to 52999,Rice  Offsite,VN0168,14526243.0
2831,30000 to 52999,Instant Noodles,VN0168,12956903.0
2832,30000 to 52999,Snacks for Drinks,VN0168,5122104.0
2833,30000 to 52999,Potato Chips,VN0168,4717254.0
2834,30000 to 52999,Noodles,VN0168,3907642.0
2835,30000 to 52999,Rice  Offsite,VN0169,20548854.0
2836,30000 to 52999,Instant Noodles,VN0169,15516615.0
2837,30000 to 52999,Packaged Ice Cream/Novelties,VN0169,7063084.0
2838,30000 to 52999,Candy Category,VN0169,6594329.0
2839,30000 to 52999,Snacks for Drinks,VN0169,6084292.0
2840,30000 to 52999,Rice  Offsite,VN0170,27640713.0
2841,30000 to 52999,Instant Noodles,VN0170,17472361.0
2842,30000 to 52999,Packaged Ice Cream/Novelties,VN0170,9865397.0
2843,30000 to 52999,Oral Care,VN0170,8404759.0
2844,30000 to 52999,Candy Category,VN0170,7287556.0
2845,30000 to 52999,Rice  Offsite,VN0171,9144417.0
2846,30000 to 52999,Instant Noodles,VN0171,5426872.0
2847,30000 to 52999,Bread  Offsite,VN0171,2986393.0
2848,30000 to 52999,Candy Category,VN0171,2587266.0
2849,30000 to 52999,Potato Chips,VN0171,2317597.0
2850,30000 to 52999,Rice  Offsite,VN0172,15936561.0
2851,30000 to 52999,Noodles,VN0172,9630341.0
2852,30000 to 52999,Instant Noodles,VN0172,7675461.0
2853,30000 to 52999,Other Cuisine,VN0172,7263581.0
2854,30000 to 52999,Bread  Offsite,VN0172,5794543.0
2855,30000 to 52999,Rice  Offsite,VN0173,53194666.0
2856,30000 to 52999,Instant Noodles,VN0173,29023845.0
2857,30000 to 52999,Candy Category,VN0173,12985653.0
2858,30000 to 52999,Noodles,VN0173,12594534.0
2859,30000 to 52999,Snacks for Drinks,VN0173,11973212.0
2860,30000 to 52999,Rice  Offsite,VN0174,21578777.0
2861,30000 to 52999,Instant Noodles,VN0174,15906025.0
2862,30000 to 52999,Snacks for Drinks,VN0174,7035976.0
2863,30000 to 52999,Jelly,VN0174,5440398.0
2864,30000 to 52999,Candy Category,VN0174,5377424.0
2865,30000 to 52999,Rice  Offsite,VN0175,9370539.0
2866,30000 to 52999,Instant Noodles,VN0175,6500167.0
2867,30000 to 52999,Snacks for Drinks,VN0175,2966424.0
2868,30000 to 52999,Oral Care,VN0175,2813634.0
2869,30000 to 52999,Candy Category,VN0175,2293795.0
2870,30000 to 52999,Rice  Offsite,VN0176,8674942.0
2871,30000 to 52999,Instant Noodles,VN0176,5762450.0
2872,30000 to 52999,Snacks for Drinks,VN0176,3797364.0
2873,30000 to 52999,Noodles,VN0176,3443524.0
2874,30000 to 52999,Potato Chips,VN0176,2565443.0
2875,30000 to 52999,Rice  Offsite,VN0177,25650823.0
2876,30000 to 52999,Instant Noodles,VN0177,17715448.0
2877,30000 to 52999,Chocolate,VN0177,8546826.0
2878,30000 to 52999,Candy Category,VN0177,8082248.0
2879,30000 to 52999,Packaged Ice Cream/Novelties,VN0177,7646337.0
2880,30000 to 52999,Rice  Offsite,VN0178,16218318.0
2881,30000 to 52999,Instant Noodles,VN0178,10514018.0
2882,30000 to 52999,Noodles,VN0178,5825333.0
2883,30000 to 52999,Potato Chips,VN0178,4629641.0
2884,30000 to 52999,Snacks for Drinks,VN0178,4039454.0
2885,30000 to 52999,Rice  Offsite,VN0179,11698549.0
2886,30000 to 52999,Instant Noodles,VN0179,7801686.0
2887,30000 to 52999,Bread  Offsite,VN0179,4341441.0
2888,30000 to 52999,Noodles,VN0179,3772997.0
2889,30000 to 52999,Candy Category,VN0179,3663592.0
2890,30000 to 52999,Rice  Offsite,VN0180,20782939.0
2891,30000 to 52999,Instant Noodles,VN0180,11748576.0
2892,30000 to 52999,Cigarettes Category,VN0180,10372698.0
2893,30000 to 52999,Packaged Ice Cream/Novelties,VN0180,7723178.0
2894,30000 to 52999,Import Beer,VN0180,7706368.0
2895,30000 to 52999,Rice  Offsite,VN0181,21875971.0
2896,30000 to 52999,Instant Noodles,VN0181,16797989.0
2897,30000 to 52999,Snacks for Drinks,VN0181,7466387.0
2898,30000 to 52999,Candy Category,VN0181,6981229.0
2899,30000 to 52999,Chocolate,VN0181,6102377.0
2900,30000 to 52999,Rice  Offsite,VN0182,18041596.0
2901,30000 to 52999,Instant Noodles,VN0182,10017940.0
2902,30000 to 52999,Candy Category,VN0182,5127531.0
2903,30000 to 52999,Packaged Ice Cream/Novelties,VN0182,4398304.0
2904,30000 to 52999,Noodles,VN0182,3745098.0
2905,30000 to 52999,Rice  Offsite,VN0183,13332568.0
2906,30000 to 52999,Instant Noodles,VN0183,7120930.0
2907,30000 to 52999,Noodles,VN0183,6241553.0
2908,30000 to 52999,Bread  Offsite,VN0183,5142587.0
2909,30000 to 52999,Packaged Ice Cream/Novelties,VN0183,4592117.0
2910,30000 to 52999,Rice  Offsite,VN0184,16446699.0
2911,30000 to 52999,Noodles,VN0184,7333955.0
2912,30000 to 52999,Instant Noodles,VN0184,7232140.0
2913,30000 to 52999,Import Beer,VN0184,6776341.0
2914,30000 to 52999,Yogurt,VN0184,6320222.0
2915,30000 to 52999,Rice  Offsite,VN0185,20043174.0
2916,30000 to 52999,Instant Noodles,VN0185,12497946.0
2917,30000 to 52999,Packaged Ice Cream/Novelties,VN0185,8467994.0
2918,30000 to 52999,Chocolate,VN0185,7254093.0
2919,30000 to 52999,Potato Chips,VN0185,7011222.0
2920,30000 to 52999,Rice  Offsite,VN0186,5126718.0
2921,30000 to 52999,Instant Noodles,VN0186,3916807.0
2922,30000 to 52999,Cigarettes Category,VN0186,3714545.0
2923,30000 to 52999,Noodles,VN0186,3246096.0
2924,30000 to 52999,Fruit Cat,VN0186,2462848.0
2925,30000 to 52999,Rice  Offsite,VN0187,9873147.0
2926,30000 to 52999,Instant Noodles,VN0187,7714856.0
2927,30000 to 52999,Import Beer,VN0187,5978174.0
2928,30000 to 52999,Oral Care,VN0187,4992718.0
2929,30000 to 52999,Snacks for Drinks,VN0187,4728572.0
2930,30000 to 52999,Oral Care,VN0188,15508126.0
2931,30000 to 52999,Instant Noodles,VN0188,14081684.0
2932,30000 to 52999,Import Beer,VN0188,11977246.0
2933,30000 to 52999,Packaged Ice Cream/Novelties,VN0188,10643133.0
2934,30000 to 52999,Potato Chips,VN0188,9228933.0
2935,30000 to 52999,Instant Noodles,VN0189,56287407.0
2936,30000 to 52999,Rice  Offsite,VN0189,33229497.0
2937,30000 to 52999,Potato Chips,VN0189,33160843.0
2938,30000 to 52999,Import Beer,VN0189,28982595.0
2939,30000 to 52999,Packaged Ice Cream/Novelties,VN0189,28602603.0
2940,30000 to 52999,Rice  Offsite,VN0190,22540112.0
2941,30000 to 52999,Instant Noodles,VN0190,11750862.0
2942,30000 to 52999,Import Beer,VN0190,7492714.0
2943,30000 to 52999,Chocolate,VN0190,7245018.0
2944,30000 to 52999,Gum,VN0190,7190057.0
2945,30000 to 52999,Instant Noodles,VN0191,16941634.0
2946,30000 to 52999,Rice  Offsite,VN0191,11916289.0
2947,30000 to 52999,Snacks for Drinks,VN0191,6010719.0
2948,30000 to 52999,Packaged Ice Cream/Novelties,VN0191,5433983.0
2949,30000 to 52999,Candy Category,VN0191,4935006.0
2950,30000 to 52999,Rice  Offsite,VN0192,14225454.0
2951,30000 to 52999,Gum,VN0192,8945904.0
2952,30000 to 52999,Import Beer,VN0192,8742692.0
2953,30000 to 52999,Instant Noodles,VN0192,8307977.0
2954,30000 to 52999,Snacks for Drinks,VN0192,7914044.0
2955,30000 to 52999,Rice  Offsite,VN0193,11422598.0
