,Basket Value,Category Name,StoreID,Total Exclude VAT
1709,16000 to 29999,Packaged Ice Cream/Novelties,VN0155,16392949.0
1710,16000 to 29999,Instant Noodles,VN0156,7593560.0
1711,16000 to 29999,Rice  Offsite,VN0156,7211017.0
1712,16000 to 29999,Other Cuisine,VN0156,6012798.0
1713,16000 to 29999,Packaged Ice Cream/Novelties,VN0156,4797251.0
1714,16000 to 29999,Tea,VN0156,4737402.0
1715,16000 to 29999,Rice  Offsite,VN0157,25663611.0
1716,16000 to 29999,Instant Noodles,VN0157,18173043.0
1717,16000 to 29999,Packaged Ice Cream/Novelties,VN0157,15036000.0
1718,16000 to 29999,Other Cuisine,VN0157,14142019.0
1719,16000 to 29999,Potato Chips,VN0157,8945343.0
1720,16000 to 29999,Other Cuisine,VN0158,20258836.0
1721,16000 to 29999,Rice  Offsite,VN0158,17397869.0
1722,16000 to 29999,Instant Noodles,VN0158,14860089.0
1723,16000 to 29999,Packaged Ice Cream/Novelties,VN0158,10205968.0
1724,16000 to 29999,Tea,VN0158,9146501.0
1725,16000 to 29999,Rice  Offsite,VN0159,16073882.0
1726,16000 to 29999,Instant Noodles,VN0159,11956971.0
1727,16000 to 29999,Other Cuisine,VN0159,11685585.0
1728,16000 to 29999,Potato Chips,VN0159,7508213.0
1729,16000 to 29999,Packaged Ice Cream/Novelties,VN0159,7192518.0
1730,16000 to 29999,Instant Noodles,VN0160,9593534.0
1731,16000 to 29999,Packaged Ice Cream/Novelties,VN0160,6075441.0
1732,16000 to 29999,Rice  Offsite,VN0160,5241128.0
1733,16000 to 29999,Other Cuisine,VN0160,5188008.0
1734,16000 to 29999,Potato Chips,VN0160,4096695.0
1735,16000 to 29999,Instant Noodles,VN0161,12259503.0
1736,16000 to 29999,Other Cuisine,VN0161,10343762.0
1737,16000 to 29999,Rice  Offsite,VN0161,9184529.0
1738,16000 to 29999,Packaged Ice Cream/Novelties,VN0161,7915515.0
1739,16000 to 29999,Tea,VN0161,6369092.0
1740,16000 to 29999,Rice  Offsite,VN0162,12444357.0
1741,16000 to 29999,Instant Noodles,VN0162,9433225.0
1742,16000 to 29999,Other Cuisine,VN0162,7812820.0
1743,16000 to 29999,Packaged Ice Cream/Novelties,VN0162,6599018.0
1744,16000 to 29999,Potato Chips,VN0162,5081761.0
1745,16000 to 29999,Instant Noodles,VN0163,15877018.0
1746,16000 to 29999,Other Cuisine,VN0163,12633512.0
1747,16000 to 29999,Rice  Offsite,VN0163,11426877.0
1748,16000 to 29999,Potato Chips,VN0163,9984399.0
1749,16000 to 29999,Tea,VN0163,7755189.0
1750,16000 to 29999,Rice  Offsite,VN0164,12085198.0
1751,16000 to 29999,Instant Noodles,VN0164,10234089.0
1752,16000 to 29999,Other Cuisine,VN0164,7039174.0
1753,16000 to 29999,Packaged Ice Cream/Novelties,VN0164,6498020.0
1754,16000 to 29999,Tea,VN0164,5635870.0
1755,16000 to 29999,Instant Noodles,VN0165,17693583.0
1756,16000 to 29999,Rice  Offsite,VN0165,14336708.0
1757,16000 to 29999,Other Cuisine,VN0165,10991946.0
1758,16000 to 29999,Potato Chips,VN0165,8085428.0
1759,16000 to 29999,Packaged Ice Cream/Novelties,VN0165,7441709.0
1760,16000 to 29999,Rice  Offsite,VN0166,11540822.0
1761,16000 to 29999,Other Cuisine,VN0166,11232961.0
1762,16000 to 29999,Instant Noodles,VN0166,10362893.0
1763,16000 to 29999,Packaged Ice Cream/Novelties,VN0166,7324485.0
1764,16000 to 29999,Potato Chips,VN0166,7105378.0
1765,16000 to 29999,Other Cuisine,VN0167,13839624.0
1766,16000 to 29999,Rice  Offsite,VN0167,13648458.0
1767,16000 to 29999,Instant Noodles,VN0167,10361358.0
1768,16000 to 29999,Packaged Ice Cream/Novelties,VN0167,9270979.0
1769,16000 to 29999,Potato Chips,VN0167,6639591.0
1770,16000 to 29999,Instant Noodles,VN0168,17783625.0
1771,16000 to 29999,Rice  Offsite,VN0168,14683650.0
1772,16000 to 29999,Other Cuisine,VN0168,9204248.0
1773,16000 to 29999,Potato Chips,VN0168,7279798.0
1774,16000 to 29999,Snacks for Drinks,VN0168,6906407.0
1775,16000 to 29999,Rice  Offsite,VN0169,21044920.0
1776,16000 to 29999,Instant Noodles,VN0169,15345572.0
1777,16000 to 29999,Other Cuisine,VN0169,9699186.0
1778,16000 to 29999,Juice,VN0169,7469922.0
1779,16000 to 29999,Potato Chips,VN0169,7397207.0
1780,16000 to 29999,Other Cuisine,VN0170,22228042.0
1781,16000 to 29999,Instant Noodles,VN0170,21767161.0
1782,16000 to 29999,Rice  Offsite,VN0170,20409076.0
1783,16000 to 29999,Packaged Ice Cream/Novelties,VN0170,17107695.0
1784,16000 to 29999,Tea,VN0170,12388746.0
1785,16000 to 29999,Rice  Offsite,VN0171,7673311.0
1786,16000 to 29999,Instant Noodles,VN0171,6711497.0
1787,16000 to 29999,Other Cuisine,VN0171,5978247.0
1788,16000 to 29999,Potato Chips,VN0171,3679967.0
1789,16000 to 29999,Tea,VN0171,3303639.0
1790,16000 to 29999,Other Cuisine,VN0172,25303914.0
1791,16000 to 29999,Rice  Offsite,VN0172,18011901.0
1792,16000 to 29999,Instant Noodles,VN0172,13662196.0
1793,16000 to 29999,Tea,VN0172,11288609.0
1794,16000 to 29999,Packaged Ice Cream/Novelties,VN0172,8883496.0
1795,16000 to 29999,Rice  Offsite,VN0173,44690966.0
1796,16000 to 29999,Instant Noodles,VN0173,30779149.0
1797,16000 to 29999,Other Cuisine,VN0173,20581146.0
1798,16000 to 29999,Juice,VN0173,15784410.0
1799,16000 to 29999,Potato Chips,VN0173,15387127.0
1800,16000 to 29999,Rice  Offsite,VN0174,20503928.0
1801,16000 to 29999,Instant Noodles,VN0174,16867004.0
1802,16000 to 29999,Other Cuisine,VN0174,11725934.0
1803,16000 to 29999,Potato Chips,VN0174,9005898.0
1804,16000 to 29999,Snacks for Drinks,VN0174,8286789.0
1805,16000 to 29999,Rice  Offsite,VN0175,12704497.0
1806,16000 to 29999,Instant Noodles,VN0175,7735299.0
1807,16000 to 29999,Other Cuisine,VN0175,5266997.0
1808,16000 to 29999,Packaged Ice Cream/Novelties,VN0175,3648643.0
1809,16000 to 29999,Tea,VN0175,3622594.0
1810,16000 to 29999,Rice  Offsite,VN0176,10892414.0
1811,16000 to 29999,Instant Noodles,VN0176,10703031.0
1812,16000 to 29999,Snacks for Drinks,VN0176,5334765.0
1813,16000 to 29999,Packaged Ice Cream/Novelties,VN0176,5136948.0
1814,16000 to 29999,Potato Chips,VN0176,4319759.0
1815,16000 to 29999,Rice  Offsite,VN0177,28368260.0
1816,16000 to 29999,Instant Noodles,VN0177,21764347.0
1817,16000 to 29999,Other Cuisine,VN0177,17731497.0
1818,16000 to 29999,Dessert Cat,VN0177,12824410.0
1819,16000 to 29999,Packaged Ice Cream/Novelties,VN0177,12347358.0
1820,16000 to 29999,Rice  Offsite,VN0178,19071318.0
1821,16000 to 29999,Instant Noodles,VN0178,12581015.0
1822,16000 to 29999,Other Cuisine,VN0178,10890594.0
1823,16000 to 29999,Potato Chips,VN0178,8831421.0
1824,16000 to 29999,Packaged Ice Cream/Novelties,VN0178,7795451.0
1825,16000 to 29999,Instant Noodles,VN0179,11323992.0
1826,16000 to 29999,Rice  Offsite,VN0179,11262979.0
1827,16000 to 29999,Other Cuisine,VN0179,7610257.0
1828,16000 to 29999,Potato Chips,VN0179,6681216.0
1829,16000 to 29999,Packaged Ice Cream/Novelties,VN0179,6196603.0
1830,16000 to 29999,Steamed Bun,VN0180,17168907.0
1831,16000 to 29999,Instant Noodles,VN0180,12992531.0
1832,16000 to 29999,Tea,VN0180,12126608.0
1833,16000 to 29999,Bottled Water,VN0180,11258861.0
1834,16000 to 29999,Packaged Ice Cream/Novelties,VN0180,10930402.0
1835,16000 to 29999,Rice  Offsite,VN0181,21440084.0
1836,16000 to 29999,Instant Noodles,VN0181,16709693.0
1837,16000 to 29999,Other Cuisine,VN0181,12643138.0
1838,16000 to 29999,Snacks for Drinks,VN0181,9557874.0
1839,16000 to 29999,Potato Chips,VN0181,9147807.0
1840,16000 to 29999,Rice  Offsite,VN0182,20679715.0
1841,16000 to 29999,Instant Noodles,VN0182,13978104.0
1842,16000 to 29999,Other Cuisine,VN0182,11239122.0
1843,16000 to 29999,Potato Chips,VN0182,5897143.0
1844,16000 to 29999,Snacks for Drinks,VN0182,5677094.0
1845,16000 to 29999,Rice  Offsite,VN0183,14559919.0
1846,16000 to 29999,Instant Noodles,VN0183,9234596.0
1847,16000 to 29999,Other Cuisine,VN0183,8381107.0
1848,16000 to 29999,Packaged Ice Cream/Novelties,VN0183,7298521.0
1849,16000 to 29999,Potato Chips,VN0183,6420995.0
1850,16000 to 29999,Rice  Offsite,VN0184,13280300.0
1851,16000 to 29999,Instant Noodles,VN0184,12670487.0
1852,16000 to 29999,Cold Beverages,VN0184,9097387.0
1853,16000 to 29999,Packaged Ice Cream/Novelties,VN0184,8730728.0
1854,16000 to 29999,Other Cuisine,VN0184,7572933.0
1855,16000 to 29999,Rice  Offsite,VN0185,22742091.0
1856,16000 to 29999,Instant Noodles,VN0185,14294004.0
1857,16000 to 29999,Potato Chips,VN0185,13221031.0
1858,16000 to 29999,Other Cuisine,VN0185,12612977.0
1859,16000 to 29999,Packaged Ice Cream/Novelties,VN0185,9483228.0
1860,16000 to 29999,Instant Noodles,VN0186,6508088.0
1861,16000 to 29999,Rice  Offsite,VN0186,3919699.0
1862,16000 to 29999,Carbonated Drinks - CSD,VN0186,3806538.0
1863,16000 to 29999,Packaged Ice Cream/Novelties,VN0186,3563081.0
1864,16000 to 29999,Steamed Bun,VN0186,3231328.0
1865,16000 to 29999,Instant Noodles,VN0187,11977490.0
1866,16000 to 29999,Packaged Ice Cream/Novelties,VN0187,8840891.0
1867,16000 to 29999,Bottled Water,VN0187,7198913.0
1868,16000 to 29999,Tea,VN0187,7064608.0
1869,16000 to 29999,Potato Chips,VN0187,6743878.0
1870,16000 to 29999,Instant Noodles,VN0188,22330019.0
1871,16000 to 29999,Packaged Ice Cream/Novelties,VN0188,20858795.0
1872,16000 to 29999,Potato Chips,VN0188,19157925.0
1873,16000 to 29999,Snacks for Drinks,VN0188,15201955.0
1874,16000 to 29999,Rice  Offsite,VN0188,11324453.0
1875,16000 to 29999,Instant Noodles,VN0189,65840095.0
1876,16000 to 29999,Potato Chips,VN0189,38410893.0
1877,16000 to 29999,Bottled Water,VN0189,36356472.0
1878,16000 to 29999,Packaged Ice Cream/Novelties,VN0189,26595479.0
1879,16000 to 29999,Rice  Offsite,VN0189,26437497.0
1880,16000 to 29999,Other Cuisine,VN0190,30933982.0
1881,16000 to 29999,Instant Noodles,VN0190,18356361.0
1882,16000 to 29999,Rice  Offsite,VN0190,14878600.0
1883,16000 to 29999,Packaged Ice Cream/Novelties,VN0190,12462805.0
1884,16000 to 29999,Fried Food Cat,VN0190,11446206.0
1885,16000 to 29999,Instant Noodles,VN0191,19559664.0
1886,16000 to 29999,Rice  Offsite,VN0191,15482500.0
1887,16000 to 29999,Other Cuisine,VN0191,9336804.0
1888,16000 to 29999,Packaged Ice Cream/Novelties,VN0191,9274611.0
1889,16000 to 29999,Snacks for Drinks,VN0191,9128111.0
1890,16000 to 29999,Packaged Ice Cream/Novelties,VN0192,14754447.0
1891,16000 to 29999,Instant Noodles,VN0192,14532537.0
1892,16000 to 29999,Other Cuisine,VN0192,12698002.0
1893,16000 to 29999,Rice  Offsite,VN0192,12379500.0
1894,16000 to 29999,Steamed Bun,VN0192,10452813.0
1895,16000 to 29999,Other Cuisine,VN0193,17177612.0
1896,16000 to 29999,Rice  Offsite,VN0193,13819344.0
1897,16000 to 29999,Cold Beverages,VN0193,10412495.0
1898,16000 to 29999,Packaged Ice Cream/Novelties,VN0193,10366820.0
1899,16000 to 29999,Instant Noodles,VN0193,7757745.0
1900,16000 to 29999,Other Cuisine,VN0194,22671878.0
1901,16000 to 29999,Packaged Ice Cream/Novelties,VN0194,17043196.0
1902,16000 to 29999,Rice  Offsite,VN0194,16843694.0
1903,16000 to 29999,Instant Noodles,VN0194,14080168.0
1904,16000 to 29999,Potato Chips,VN0194,13131608.0
1905,16000 to 29999,Instant Noodles,VN0195,20449152.0
1906,16000 to 29999,Other Cuisine,VN0195,19563663.0
1907,16000 to 29999,Rice  Offsite,VN0195,14475381.0
1908,16000 to 29999,Packaged Ice Cream/Novelties,VN0195,13504820.0
1909,16000 to 29999,Potato Chips,VN0195,11116105.0
1910,16000 to 29999,Rice  Offsite,VN0196,29617134.0
1911,16000 to 29999,Instant Noodles,VN0196,22186852.0
1912,16000 to 29999,Other Cuisine,VN0196,21115447.0
1913,16000 to 29999,Potato Chips,VN0196,14255688.0
1914,16000 to 29999,Packaged Ice Cream/Novelties,VN0196,11660179.0
1915,16000 to 29999,Instant Noodles,VN0197,19388422.0
1916,16000 to 29999,Rice  Offsite,VN0197,17212126.0
1917,16000 to 29999,Other Cuisine,VN0197,14998219.0
1918,16000 to 29999,Packaged Ice Cream/Novelties,VN0197,9673991.0
1919,16000 to 29999,Potato Chips,VN0197,7658552.0
1920,16000 to 29999,Instant Noodles,VN0198,15860305.0
1921,16000 to 29999,Rice  Offsite,VN0198,15185367.0
1922,16000 to 29999,Snacks for Drinks,VN0198,9621212.0
1923,16000 to 29999,Dessert Cat,VN0198,9031911.0
1924,16000 to 29999,Potato Chips,VN0198,7520502.0
1925,16000 to 29999,Instant Noodles,VN0199,17099470.0
1926,16000 to 29999,Rice  Offsite,VN0199,14084533.0
1927,16000 to 29999,Packaged Ice Cream/Novelties,VN0199,9470147.0
1928,16000 to 29999,Other Cuisine,VN0199,7751077.0
1929,16000 to 29999,Potato Chips,VN0199,6087845.0
1930,16000 to 29999,Other Cuisine,VN0200,12980273.0
1931,16000 to 29999,Packaged Ice Cream/Novelties,VN0200,8961577.0
1932,16000 to 29999,Rice  Offsite,VN0200,7798870.0
1933,16000 to 29999,Instant Noodles,VN0200,7126139.0
1934,16000 to 29999,Steamed Bun,VN0200,6340390.0
1935,16000 to 29999,Rice  Offsite,VN0201,10227606.0
1936,16000 to 29999,Packaged Ice Cream/Novelties,VN0201,8673578.0
1937,16000 to 29999,Bread  Offsite,VN0201,8516287.0
1938,16000 to 29999,Instant Noodles,VN0201,7244944.0
1939,16000 to 29999,Other Cuisine,VN0201,6715571.0
1940,16000 to 29999,Instant Noodles,VN0202,17920215.0
1941,16000 to 29999,Packaged Ice Cream/Novelties,VN0202,16655762.0
1942,16000 to 29999,Potato Chips,VN0202,12900741.0
1943,16000 to 29999,Snacks for Drinks,VN0202,8349082.0
1944,16000 to 29999,Other Cuisine,VN0202,8196088.0
1945,16000 to 29999,Other Cuisine,VN0203,12504252.0
1946,16000 to 29999,Instant Noodles,VN0203,9137392.0
1947,16000 to 29999,Rice  Offsite,VN0203,8281455.0
1948,16000 to 29999,Packaged Ice Cream/Novelties,VN0203,5773305.0
1949,16000 to 29999,Steamed Bun,VN0203,4633603.0
1950,16000 to 29999,Other Cuisine,VN0204,14981204.0
1951,16000 to 29999,Instant Noodles,VN0204,14270087.0
1952,16000 to 29999,Rice  Offsite,VN0204,14138246.0
1953,16000 to 29999,Potato Chips,VN0204,10181139.0
1954,16000 to 29999,Fried Food Cat,VN0204,10135289.0
1955,16000 to 29999,Instant Noodles,VN0205,10079381.0
1956,16000 to 29999,Packaged Ice Cream/Novelties,VN0205,8770003.0
1957,16000 to 29999,Rice  Offsite,VN0205,8434136.0
1958,16000 to 29999,Other Cuisine,VN0205,6411461.0
1959,16000 to 29999,Tea,VN0205,5847109.0
1960,16000 to 29999,Instant Noodles,VN0206,16246718.0
1961,16000 to 29999,Other Cuisine,VN0206,13965357.0
1962,16000 to 29999,Rice  Offsite,VN0206,9920606.0
1963,16000 to 29999,Packaged Ice Cream/Novelties,VN0206,8007197.0
1964,16000 to 29999,Bread  Offsite,VN0206,7974292.0
1965,16000 to 29999,Other Cuisine,VN0207,8146221.0
1966,16000 to 29999,Rice  Offsite,VN0207,6953434.0
1967,16000 to 29999,Instant Noodles,VN0207,5771989.0
1968,16000 to 29999,Packaged Ice Cream/Novelties,VN0207,3534537.0
1969,16000 to 29999,Cold Beverages,VN0207,3506577.0
1970,16000 to 29999,Other Cuisine,VN0208,17781963.0
1971,16000 to 29999,Steamed Bun,VN0208,13431226.0
1972,16000 to 29999,Cold Beverages,VN0208,10048746.0
1973,16000 to 29999,Rice  Offsite,VN0208,9804727.0
1974,16000 to 29999,Instant Noodles,VN0208,9131505.0
1975,16000 to 29999,Other Cuisine,VN0209,13463627.0
1976,16000 to 29999,Rice  Offsite,VN0209,9341241.0
1977,16000 to 29999,Instant Noodles,VN0209,7257126.0
1978,16000 to 29999,Steamed Bun,VN0209,6731468.0
1979,16000 to 29999,Packaged Ice Cream/Novelties,VN0209,5984793.0
1980,16000 to 29999,Other Cuisine,VN0210,21287380.0
1981,16000 to 29999,Rice  Offsite,VN0210,16845754.0
1982,16000 to 29999,Instant Noodles,VN0210,13394243.0
1983,16000 to 29999,Tea,VN0210,12070352.0
1984,16000 to 29999,Packaged Ice Cream/Novelties,VN0210,11618091.0
1985,16000 to 29999,Instant Noodles,VN0211,10840826.0
1986,16000 to 29999,Potato Chips,VN0211,8291884.0
1987,16000 to 29999,Other Cuisine,VN0211,7918519.0
1988,16000 to 29999,Bottled Water,VN0211,7878972.0
1989,16000 to 29999,Packaged Ice Cream/Novelties,VN0211,7850308.0
1990,16000 to 29999,Other Cuisine,VN0212,10310231.0
1991,16000 to 29999,Rice  Offsite,VN0212,7574690.0
1992,16000 to 29999,Tea,VN0212,4805755.0
1993,16000 to 29999,Juice,VN0212,4681235.0
1994,16000 to 29999,Packaged Ice Cream/Novelties,VN0212,4449109.0
1995,16000 to 29999,Rice  Offsite,VN0213,17013775.0
1996,16000 to 29999,Instant Noodles,VN0213,11921160.0
1997,16000 to 29999,Other Cuisine,VN0213,8538426.0
1998,16000 to 29999,Packaged Ice Cream/Novelties,VN0213,6829163.0
1999,16000 to 29999,Fried Food Cat,VN0213,6602263.0
2000,16000 to 29999,Instant Noodles,VN0214,7684814.0
2001,16000 to 29999,Rice  Offsite,VN0214,4230401.0
2002,16000 to 29999,Cold Beverages,VN0214,4222377.0
2003,16000 to 29999,Fried Food Cat,VN0214,3861486.0
2004,16000 to 29999,Bread  Offsite,VN0214,3486223.0
2005,16000 to 29999,Instant Noodles,VN0215,9502299.0
2006,16000 to 29999,Rice  Offsite,VN0215,7673637.0
2007,16000 to 29999,Packaged Ice Cream/Novelties,VN0215,7626529.0
2008,16000 to 29999,Other Cuisine,VN0215,6886794.0
2009,16000 to 29999,Cold Beverages,VN0215,6642892.0
2010,16000 to 29999,Instant Noodles,VN0216,16257818.0
2011,16000 to 29999,Rice  Offsite,VN0216,16233481.0
2012,16000 to 29999,Other Cuisine,VN0216,15087281.0
2013,16000 to 29999,Packaged Ice Cream/Novelties,VN0216,11953479.0
2014,16000 to 29999,Cold Beverages,VN0216,9555938.0
2015,16000 to 29999,Rice  Offsite,VN0217,7797022.0
2016,16000 to 29999,Other Cuisine,VN0217,7237595.0
2017,16000 to 29999,Instant Noodles,VN0217,5228214.0
2018,16000 to 29999,Bread  Offsite,VN0217,5214870.0
2019,16000 to 29999,Tea,VN0217,5202319.0
2020,16000 to 29999,Other Cuisine,VN0218,12113213.0
2021,16000 to 29999,Rice  Offsite,VN0218,11846971.0
2022,16000 to 29999,Instant Noodles,VN0218,11809083.0
2023,16000 to 29999,Packaged Ice Cream/Novelties,VN0218,10640244.0
2024,16000 to 29999,Potato Chips,VN0218,7289010.0
2025,16000 to 29999,Rice  Offsite,VN0219,10856298.0
2026,16000 to 29999,Instant Noodles,VN0219,10368705.0
2027,16000 to 29999,Packaged Ice Cream/Novelties,VN0219,9260862.0
2028,16000 to 29999,Potato Chips,VN0219,5886296.0
2029,16000 to 29999,Carbonated Drinks - CSD,VN0219,5470900.0
2030,16000 to 29999,Instant Noodles,VN0220,9806980.0
2031,16000 to 29999,Rice  Offsite,VN0220,8886061.0
2032,16000 to 29999,Packaged Ice Cream/Novelties,VN0220,6428524.0
2033,16000 to 29999,Other Cuisine,VN0220,4936832.0
2034,16000 to 29999,Tea,VN0220,4763102.0
2035,16000 to 29999,Bottled Water,VN0221,6165351.0
2036,16000 to 29999,Packaged Ice Cream/Novelties,VN0221,5628894.0
2037,16000 to 29999,Fruit Cat,VN0221,5071410.0
2038,16000 to 29999,Rice  Offsite,VN0221,4865329.0
2039,16000 to 29999,Other Cuisine,VN0221,4804873.0
2040,16000 to 29999,Rice  Offsite,VN0222,19761795.0
2041,16000 to 29999,Instant Noodles,VN0222,19240032.0
2042,16000 to 29999,Other Cuisine,VN0222,16015816.0
2043,16000 to 29999,Snacks for Drinks,VN0222,10874685.0
2044,16000 to 29999,Potato Chips,VN0222,10836738.0
2045,16000 to 29999,Instant Noodles,VN0223,9347733.0
2046,16000 to 29999,Other Cuisine,VN0223,9235672.0
2047,16000 to 29999,Rice  Offsite,VN0223,8244982.0
2048,16000 to 29999,Potato Chips,VN0223,5847653.0
2049,16000 to 29999,Snacks for Drinks,VN0223,4915657.0
2050,16000 to 29999,Instant Noodles,VN0224,11905970.0
2051,16000 to 29999,Other Cuisine,VN0224,11359352.0
2052,16000 to 29999,Rice  Offsite,VN0224,9661174.0
2053,16000 to 29999,Packaged Ice Cream/Novelties,VN0224,5566068.0
2054,16000 to 29999,Potato Chips,VN0224,4999545.0
2055,16000 to 29999,Rice  Offsite,VN0225,35435596.0
2056,16000 to 29999,Instant Noodles,VN0225,22887546.0
2057,16000 to 29999,Other Cuisine,VN0225,21865581.0
2058,16000 to 29999,Packaged Ice Cream/Novelties,VN0225,17895250.0
2059,16000 to 29999,Potato Chips,VN0225,11413307.0
2060,16000 to 29999,Other Cuisine,VN0226,10915038.0
2061,16000 to 29999,Instant Noodles,VN0226,9065788.0
2062,16000 to 29999,Packaged Ice Cream/Novelties,VN0226,8834305.0
2063,16000 to 29999,Potato Chips,VN0226,7921139.0
2064,16000 to 29999,Import Beer,VN0226,7665446.0
2065,16000 to 29999,Rice  Offsite,VN0227,28814615.0
2066,16000 to 29999,Other Cuisine,VN0227,24486828.0
2067,16000 to 29999,Instant Noodles,VN0227,19745650.0
2068,16000 to 29999,Snacks for Drinks,VN0227,10408987.0
2069,16000 to 29999,Fried Food Cat,VN0227,10263732.0
2070,16000 to 29999,Rice  Offsite,VN0228,5648304.0
2071,16000 to 29999,Packaged Ice Cream/Novelties,VN0228,3942636.0
2072,16000 to 29999,Cold Beverages,VN0228,3553414.0
2073,16000 to 29999,Instant Noodles,VN0228,3516726.0
2074,16000 to 29999,Potato Chips,VN0228,3007101.0
2075,16000 to 29999,Instant Noodles,VN0229,9356513.0
2076,16000 to 29999,Other Cuisine,VN0229,9037305.0
2077,16000 to 29999,Bottled Water,VN0229,8654840.0
2078,16000 to 29999,Packaged Ice Cream/Novelties,VN0229,7787232.0
2079,16000 to 29999,Dessert Cat,VN0229,5315700.0
2080,16000 to 29999,Other Cuisine,VN0230,9258403.0
2081,16000 to 29999,Instant Noodles,VN0230,8581635.0
2082,16000 to 29999,Rice  Offsite,VN0230,6930037.0
2083,16000 to 29999,Cold Beverages,VN0230,4665697.0
